Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Додатковий рівень,Категорія об’єкта,Назва об’єкта
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110710052033,,C,Радьки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110720013983,,C,Рибченки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110730016442,,C,Роплянське
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110740052783,,C,Садове
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110750062787,,C,Середнє
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110760078414,,C,Софине
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110770094923,,C,Ставки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110780033547,,C,Стайки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110790038599,,C,Стара Мусіївка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110800059379,,C,Староаврамівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110810066976,,C,Тарасівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110820017779,,C,Третякове
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110830049596,,C,Трубайці
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110840050142,,C,Хвощівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110850043860,,C,Хильківка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110860071102,,C,Хоменки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110870023197,,C,Червоне
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110880019603,,C,Шарківщина
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110890047685,,C,Широке
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110900037471,,C,Шишаки
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110910046284,,C,Шкилі
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110920015274,,C,Штомпелівка
UA53000000000028050,UA53040000000081308,UA53040110000034949,UA53040110930098879,,C,Ялосовецьке
UA53000000000028050,UA53040000000081308,UA53040130000097690,,,H,Чорнухинська
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130010015298,,T,Чорнухи
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130020018220,,C,Білоусівка
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130030072382,,C,Богданівка
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130040076742,,C,Богодарівка
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130050043700,,C,Бондарі
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130060080349,,C,Бубни
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130070075835,,C,Вороньки
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130080012299,,C,Гайки
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130090055499,,C,Галяве
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130100033753,,C,Гільці
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130110033645,,C,Голотівщина
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130120087032,,C,Городище
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130130062793,,C,Загребелля
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130140013353,,C,Кізлівка
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130150027442,,C,Ковалі
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130160022946,,C,Красне
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130170043654,,C,Липове
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130180078574,,C,Лісова Слобідка
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130190016395,,C,Луговики
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130200085577,,C,Мелехи
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130210054416,,C,Мокіївка
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130220017426,,C,Нехристівка
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130230041409,,C,Нова Діброва
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130240040989,,C,Нова Петрівщина
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130250014140,,C,Олександрівка
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130260013811,,C,Осняг
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130270083842,,C,Пацали
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130280020917,,C,Пізники
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130290057184,,C,Піски-Удайські
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130300099977,,C,Постав-Мука
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130310025792,,C,Синяківщина
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130320095540,,C,Суха Лохвиця
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130330038782,,C,Сухоносівка
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130340095399,,C,Харсіки
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130350072545,,C,Хейлівщина
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130360063853,,C,Чаплинка
UA53000000000028050,UA53040000000081308,UA53040130000097690,UA53040130370049130,,C,Яцюкове
UA53000000000028050,UA53060000000045271,,,,P,Миргородський
UA53000000000028050,UA53060000000045271,UA53060010000060316,,,H,Білоцерківська
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010010044458,,C,Білоцерківка
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010020060105,,C,Андрущине
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010030065946,,C,Балаклія
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010040074808,,C,Баланди
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010050076855,,C,Бірки
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010060098292,,C,Вишарі
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010070069443,,C,Вишняківка
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010080021204,,C,Герусівка
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010090068069,,C,Говори
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010100040530,,C,Дзюбівщина
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010110036816,,C,Колосівка
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010120046131,,C,Коноплянка
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010130042200,,C,Корнієнки
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010140065868,,C,Кравченки
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010150023356,,C,Красногорівка
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010160013465,,C,Лугове
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010170096052,,C,Морозівщина
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010180034607,,C,Мостовівщина
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010190047619,,C,Огирівка
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010200077820,,C,Писарівщина
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010210063944,,C,Поділ
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010220063143,,C,Попове
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010230010777,,C,Рокита
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010240096328,,C,Сидорівщина
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010250021421,,C,Стінки
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010260095790,,C,Трудолюбиве
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010270062444,,C,Цикали
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010280049285,,C,Шипоші
UA53000000000028050,UA53060000000045271,UA53060010000060316,UA53060010290018621,,C,Шпирни
UA53000000000028050,UA53060000000045271,UA53060030000045288,,,H,Великобагачанська
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030010018743,,T,Велика Багачка
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030020013978,,C,Багачка Перша
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030030036346,,C,Байрак
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030040049364,,C,Балюки
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030050052251,,C,Бехтерщина
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030060039700,,C,Буряківщина
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030070036867,,C,Бутова Долина
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030080062743,,C,Володимирівка
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030090058962,,C,Гарнокут
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030100017223,,C,Довгалівка
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030110030181,,C,Затон
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030120052476,,C,Іванівка
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030130045872,,C,Кротівщина
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030140086307,,C,Лукаші
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030150061657,,C,Мала Решетилівка
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030160021268,,C,Мар’янівка
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030170043321,,C,Перекопівка
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030180029162,,C,Пилипенки
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030190062330,,C,Пушкареве
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030200066422,,C,Радивонівка
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030210070008,,C,Семенівка
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030220017770,,C,Скибівщина
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030230090598,,C,Степанівка
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030240028597,,C,Стефанівщина
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030250057375,,C,Суржки
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030260050521,,C,Шепелі
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030270071527,,C,Широка Долина
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030280053841,,C,Широке
UA53000000000028050,UA53060000000045271,UA53060030000045288,UA53060030290074056,,C,Якимове
UA53000000000028050,UA53060000000045271,UA53060050000024229,,,H,Великобудищанська
UA53000000000028050,UA53060000000045271,UA53060050000024229,UA53060050010086967,,C,Великі Будища
UA53000000000028050,UA53060000000045271,UA53060050000024229,UA53060050020074049,,C,Бакути
UA53000000000028050,UA53060000000045271,UA53060050000024229,UA53060050030082789,,C,Бобрик
UA53000000000028050,UA53060000000045271,UA53060050000024229,UA53060050040082388,,C,Броварки
UA53000000000028050,UA53060000000045271,UA53060050000024229,UA53060050050050668,,C,Велике
UA53000000000028050,UA53060000000045271,UA53060050000024229,UA53060050060052827,,C,Вельбівка
UA53000000000028050,UA53060000000045271,UA53060050000024229,UA53060050070098808,,C,Веприк
UA53000000000028050,UA53060000000045271,UA53060050000024229,UA53060050080027479,,C,Воронівщина
UA53000000000028050,UA53060000000045271,UA53060050000024229,UA53060050090082562,,C,Дучинці
UA53000000000028050,UA53060000000045271,UA53060050000024229,UA53060050100022678,,C,Запсільське
UA53000000000028050,UA53060000000045271,UA53060050000024229,UA53060050110032061,,C,Книшівка
UA53000000000028050,UA53060000000045271,UA53060050000024229,UA53060050120050160,,C,Мартинівка
UA53000000000028050,UA53060000000045271,UA53060050000024229,UA53060050130076759,,C,Могилатів
UA53000000000028050,UA53060000000045271,UA53060050000024229,UA53060050140086793,,C,Морозівщина
