Кодифікатор,Код об'єкта КОАТУУ ,Категорія об’єкта,Назва об’єкта
UA35040170670041731,3520887207,С,Червонопілля
UA35040170680071008,3520885805,С,Чигиринське
UA35040170690036480,3520882805,С,Юр’ївка
UA35040170700059498,3520882402,С,Яблучко
UA35040170710064810,3520887805,Х,Мирне
UA35040170720052138,3520882803,Х,Роздолля
UA35040170730059405,3520887004,Х,Южне
UA35040190000012514,3522855100,Н,Компаніївська
UA35040190010033573,3522855100,Т,Компаніївка
UA35040190020035964,3522881503,С,Антонівка
UA35040190030019397,3522885802,С,Березнегувате
UA35040190040059940,3522885803,С,Богодарівка
UA35040190050012273,3522885902,С,Братерське
UA35040190060032057,3522882004,С,Бузова
UA35040190070043258,3522885002,С,Вербове
UA35040190080036721,3522880901,С,Виноградівка
UA35040190090074655,3522884302,С,Вишнівка
UA35040190100072316,3522881101,С,Водяне
UA35040190110095592,3522884303,С,Володимирівка
UA35040190120094644,3522882302,С,Волошки
UA35040190130037543,3522881401,С,Гарманівка
UA35040190140092008,3522881501,С,Голубієвичі
UA35040190150076371,3522884304,С,Гордіївка
UA35040190160075207,3522885805,С,Грізне
UA35040190170046509,3522855101,С,Громадське
UA35040190180079341,3522881601,С,Губівка
UA35040190190062192,3522885003,С,Долинівка
UA35040190200076235,3522882303,С,Дружба
UA35040190210032996,3522855102,С,Живанівка
UA35040190220044823,3522883002,С,Зелене
UA35040190230092112,3522883803,С,Золотницьке
UA35040190240063014,3522884602,С,Інженерівка
UA35040190250081124,3522885806,С,Коневе
UA35040190260087609,3522882007,С,Коротяк
UA35040190270040448,3522885808,С,Кременчувате
UA35040190280089846,3522883804,С,Криничувате
UA35040190290039597,3522882301,С,Лозуватка
UA35040190300091670,3522855103,С,Лужок
UA35040190310016200,3522885809,С,Малоконеве
UA35040190320022842,3522883001,С,Мар’ївка
UA35040190330049123,3522882010,С,Морквина
UA35040190340059793,3522884603,С,Наглядівка
UA35040190350011359,3522883801,С,Нечаївка
UA35040190360090518,3522881403,С,Обертасове
UA35040190370095226,3522884604,С,Павлівка
UA35040190380018468,3522884301,С,Першотравенка
UA35040190390067928,3522884601,С,Петрівка
UA35040190400084599,3522885403,С,Покровка
UA35040190410039648,3522885001,С,Полтавка
UA35040190420062500,3522885903,С,Роздолля
UA35040190430099116,3522880903,С,Ромашки
UA35040190440045838,3522885301,С,Сасівка
UA35040190450059662,3522881404,С,Семенівка
UA35040190460091049,3522885401,С,Софіївка
UA35040190470019059,3522883003,С,Тернова Балка
UA35040190480078485,3522880905,С,Травневе
UA35040190490013103,3522881405,С,Трудолюбівка
UA35040190500089053,3522885801,С,Червона Слобода
UA35040190510018436,3522885901,С,Червоновершка
UA35040210000014072,3510100000,Н,Кропивницька
UA35040210010019355,3510100000,М,Кропивницький
UA35040210010145346,3510136600,В,Подільський
UA35040210010286392,3510136300,В,Фортечний
UA35040210020036866,3510166900,Т,Нове
UA35040230000015609,3523455100,Н,Новгородківська
UA35040230010012861,3523455100,Т,Новгородка
UA35040230020041178,3523483602,С,Бережинка
UA35040230030056830,3523482402,С,Білозерне
UA35040230040061902,3523484702,С,Білопіль
UA35040230050052658,3523455101,С,Велика Чечеліївка
UA35040230060045506,3523480401,С,Верблюжка
UA35040230070082299,3523480801,С,Вершино-Кам’янка
UA35040230080014566,3523483603,С,Веселе
UA35040230090098069,3523455102,С,Воронцівка
UA35040230100036990,3523484703,С,Дубівка
UA35040230110091287,3523481301,С,Інгуло-Кам’янка
UA35040230120049129,3523486902,С,Козирівка
UA35040230130023834,3523484704,С,Корбомиколаївка
UA35040230140063322,3523482401,С,Куцівка
UA35040230150029054,3523482901,С,Митрофанівка
UA35040230160055964,3523483601,С,Новоандріївка
UA35040230170093907,3523483901,С,Новомиколаївка
UA35040230180076924,3523486903,С,Ольгівка
UA35040230190056533,3523483604,С,Перше Травня
UA35040230200088959,3523484701,С,Петрокорбівка
UA35040230210066286,3523482403,С,Просторе
UA35040230220034057,3523483605,С,Рибчине
UA35040230230038640,3523482404,С,Ручайки
UA35040230240018662,3523482405,С,Сотницьке
UA35040230250060270,3523485801,С,Спасове
UA35040230260011421,3523483903,С,Спільне
UA35040230270075305,3523486901,С,Тарасівка
UA35040250000048915,3520555100,Н,Олександрівська
UA35040250010018304,3520555100,Т,Олександрівка
UA35040250020088455,3520555400,Т,Єлизаветградка
UA35040250030095286,3520555500,Т,Лісове
UA35040250040095867,3520588002,С,Антонівка
UA35040250050080409,3520583502,С,Бандурове
UA35040250060043576,3520588603,С,Біляївка
UA35040250070039587,3520580301,С,Бірки
UA35040250080030499,3520580501,С,Бовтишка
UA35040250090016867,3520581501,С,Букварка
UA35040250100035949,3520582002,С,Бурякове
UA35040250110056150,3520581701,С,Веселе
UA35040250120066179,3520582001,С,Вищі Верещаки
UA35040250130081478,3520581703,С,Гайове
UA35040250140084707,3520582501,С,Голикове
UA35040250150070966,3520584502,С,Григорівка
UA35040250160085471,3520584002,С,Гутницька
UA35040250170057768,3520583001,С,Івангород
UA35040250180052191,3520587502,С,Іванівка
UA35040250190016925,3520555101,С,Китайгород
UA35040250200011226,3520583501,С,Красносілка
UA35040250210028199,3520584001,С,Красносілля
UA35040250220037488,3520582502,С,Кримки
UA35040250230094852,3520586002,С,Липівка
UA35040250240075320,3520582003,С,Любомирка
UA35040250250065633,3520586003,С,Мар’янівка
UA35040250260037267,3520585502,С,Миколаївка
UA35040250270060567,3520584501,С,Михайлівка
UA35040250280066552,3520586004,С,Могилів Курінь
UA35040250290071881,3520582004,С,Настине
UA35040250300056364,3520584701,С,Несваткове
UA35040250310076996,3520586502,С,Нижчі Верещаки
UA35040250320039301,3520587503,С,Нова Осота
UA35040250330072325,3520588605,С,Омельгород
UA35040250340089578,3520585001,С,Підлісне
UA35040250350085848,3520555401,С,Плішки
UA35040250360015124,3520581705,С,Польове
UA35040250370044743,3520587504,С,Поселянівка
UA35040250380040685,3520586001,С,Родниківка
UA35040250390081465,3520581502,С,Роздолля
UA35040250400069942,3520585501,С,Розумівка
UA35040250410099166,3520588502,С,Ружичеве
UA35040250420074908,3520587002,С,Світова Зірка
UA35040250430050035,3520555105,С,Северинівка
UA35040250440055430,3520586501,С,Соснівка
UA35040250450083385,3520587001,С,Ставидла
UA35040250460076324,3520587501,С,Стара Осота
UA35040250470013935,3520583004,С,Стримівка
UA35040250480015278,3520581503,С,Тарасівка
UA35040250490071284,3520588001,С,Триліси
UA35040250500091366,3520587003,С,Хайнівка
UA35040250510042836,3520588501,С,Цвітне
UA35040250520058824,3520588601,С,Ясинове
UA35040250530048519,3520586005,С,Ясинуватка
UA35040270000084621,3522586600,Н,Первозванівська
UA35040270010043668,3522586601,С,Первозванівка
UA35040270020055193,3522580901,С,Бережинка
UA35040270030047386,3522580902,С,Верхівці
UA35040270040046063,3522582401,С,Гаївка
UA35040270050090879,3522586902,С,Демешкове
UA35040270060038687,3522586604,С,Зоря
UA35040270070093055,3522586606,С,Калинівка
UA35040270080083071,3522586607,С,Клинці
UA35040270090021897,3522586903,С,Любо-Надеждівка
UA35040270100092926,3522580903,С,Макове
UA35040270110084986,3522586608,С,Миколаївські Сади
UA35040270120087818,3522586602,С,Неопалимівка
UA35040270130097300,3522582402,С,Новогригорівка
UA35040270140042310,3522586609,С,Паращине Поле
UA35040270150015847,3522586901,С,Покровське
UA35040270160016436,3522586603,С,Попівка
UA35040270170060570,3522586605,С,Сонячне
UA35040270180049767,3522586610,С,Степове
UA35040270190043009,3522586611,С,Федорівка
UA35040290000046019,3522587200,Н,Соколівська
UA35040290010080227,3522587201,С,Соколівське
UA35040290020075426,3522587206,С,Безводня
UA35040290030082440,3522587207,С,Вишняківка
UA35040290040057572,3522581901,С,Вільне
UA35040290050065983,3522587208,С,Ганнинське
UA35040290060087163,3522587209,С,Дар’ївка
UA35040290070073497,3524080901,С,Димине
UA35040290080013709,3522587210,С,Іванівка
UA35040290090036416,3522583302,С,Івано-Благодатне
UA35040290100022828,3522587211,С,Карлівка
UA35040290110073875,3522585002,С,Корлюгівка
UA35040290120080645,3522587202,С,Липове
UA35040290130026751,3522585001,С,Миколаївка
UA35040290140092266,3522587212,С,Назарівка
UA35040290150074951,3522587203,С,Нова Павлівка
UA35040290160044174,3522587204,С,Новопетрівка
UA35040290170010396,3522587213,С,Оленівка
UA35040290180085279,3522585003,С,Олено-Косогорівка
UA35040290190098438,3522585004,С,Українка
UA35040290200047171,3522587205,С,Черняхівка
UA35040290210086164,3522585005,С,Шевченкове
UA35040290220045771,3522585006,Х,Шостаківка
UA35040310000035890,3522286300,Н,Суботцівська
UA35040310010053624,3522286301,С,Суботці
UA35040310020099926,3522282602,С,Барвінівка
UA35040310030091876,3522280401,С,Богданівка
UA35040310040018681,3522284202,С,Васине
UA35040310050032218,3522280801,С,Володимирівка
UA35040310060071874,3522282603,С,Глибока Балка
UA35040310070025902,3522287402,С,Долино-Кам’янка
UA35040310080047406,3522287403,С,Зелений Гай
UA35040310090026047,3522282601,С,Казарня
UA35040310100051098,3522287404,С,Копані
UA35040310110063929,3522286302,С,Костянтинівка
UA35040310120097069,3522286303,С,Коханівка
UA35040310130067255,3522280402,С,Кучерівка
UA35040310140088012,3522282604,С,Мілова Балка
UA35040310150099475,3522284201,С,Мошорине
UA35040310160077663,3522282605,С,Нововодяне
UA35040310170050510,3522282606,С,Новополяна
UA35040310180047873,3522280802,С,Новороманівка
UA35040310190081775,3522287405,С,Новотрепівка
UA35040310200039110,3522280803,С,Саблине
UA35040310210077386,3522287406,С,Спасо-Мажарівка
UA35040310220081707,3522287407,С,Топило
UA35040310230020258,3522287401,С,Трепівка
UA35040330000014430,3525855100,Н,Устинівська
UA35040330010019383,3525855100,Т,Устинівка
UA35040330020024091,3525881201,С,Березівка
UA35040330030029616,3525885602,С,Березуватка
UA35040330040014544,3525881601,С,Брусівка
UA35040330050092495,3525880301,С,Ганно-Леонтовичеве
UA35040330060062238,3525880401,С,Ганно-Требинівка
UA35040330070080203,3525884401,С,Докучаєве
